# A7 · baseline de hits de los patrones B7 sobre v0 (tag v0), generada 2026-08-16.
# Uso: regenerar sobre la versión candidata con la misma lógica (cuerpo sin frontmatter; regex de biblia/b7-patrones-A.txt y biblia/b7-patrones-B.txt, una expresión -E por línea, case-insensitive) y listar a A7 solo las filas NUEVAS o MODIFICADAS.
# Un hit no es una falta (B7 §3). Nivel A = lectura obligatoria de A7 si es nuevo; nivel B = lectura si el capítulo es disparador o la línea menciona a Jean/Koppangen/26-nov.
# Falso positivo conocido de nivel B: «Cuchillo» como nombre de continuidad (caps. 13, 15, 17, 30, 36, 38); filtrar \bCuchillo\b con distinción de mayúsculas antes de listar.
nivel	fichero	linea	patron	texto
B	cap-33.md	231	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Maja miró el agua entre los pilotes. La bajamar había dejado al aire otra franja de madera oscura.
B	cap-34.md	15	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	A las ocho y cincuenta y uno, Tomas generó la consulta programada contra el inventario de hojas activas de Hvelv. Desde el 9 de enero, la asignación de la Agencia lo obligaba a observar NIDHOGG hasta la fase común de las 12:47. Después de la incidencia del coche de Gunnar, había incorporado la verificación a la monitorización de la cadena de confianza como última comprobación antes de viajar.
B	cap-34.md	19	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	`CERTIFICADO HOJA · SUBSISTEMA HVAC`
B	cap-34.md	243	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	`Se recuerda la necesidad de coordinación previa ante cualquier incidencia durante el acto.`
B	cap-34.md	265	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	A las doce y veintitrés, Tomas abrió `INC-441` y asoció a su nombre la hoja HVAC y la comprobación iniciada tras Gunnar. Después presentó el carné vigente de Armstrong en el lector local. El dispositivo reconoció la clase `SEGURIDAD · PRESENCIA LOCAL` y ofreció registrar la cobertura hasta las 12:47.
B	cap-34.md	293	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	La hoja lo confirmaba durante seis minutos más. El hombre la dejó en el lateral.
B	cap-34.md	297	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Alana no veía el fiordo. No sabía si el ADCP confirmaría la corriente, si el hielo permitiría trabajar o si la petición llegaría desde el umbral exterior.
B	cap-34.md	303	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	A las 12:38 comenzó la ventana pronosticada. La medición del ADCP decidiría allí, sobre el agua, si el grupo podía usarla. Ninguna confirmación llegó al Auditorio.
B	cap-35.md	19	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Habían salido de Koppangen con las cajas encajadas bajo los bancos y una lona cubriendo el carrete. Aslak lo había llevado al naust varios días antes. Bajo el foco, cada vuelta de red mostraba remiendos de cordel distinto. Equipo de pesca usado para un trabajo que duraría minutos.
B	cap-35.md	21	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	El pantalón impermeable de Jessie se pegaba a sus rodillas con la sal. En la caja quedaban el cuchillo, dos grilletes y una boya de señal. Solo el repetidor, bajo su parka, parecía no pertenecer a la barca.
B	cap-35.md	25	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Aslak corrigió el rumbo. La proa apartó una costra fina de hielo. A la derecha, la carretera de Koppangen quedaba interrumpida bajo el alud, pero el equipo llevaba allí desde antes. Jessie había oído tres veces que la nieve solo les quitaba la vuelta por tierra. A la cuarta, Maja le había mandado comprobar los mosquetones.
B	cap-35.md	29	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Jessie dejó correr el cabo por la guía hasta la marca amarilla. La tensión cambió al alcanzar la canaleta sumergida que conducía hacia la toma. Aún no tiraba de la red. Solo la llevaba.
B	cap-35.md	35	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Maja amplió el perfil de corriente. Una racha hizo vibrar el cabo bajo la palma de Jessie.
B	cap-35.md	41	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Aslak señaló el cabo.
B	cap-35.md	45	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Jessie aseguró la vuelta en el carrete. Aslak había marcado el hielo de la guía con una raya de tiza. Mientras la raya siguiera visible, aceptaba trabajar. Si el agua la cubría y congelaba otra capa, cortaría la maniobra. No lo había presentado como una opinión y Maja no se la había discutido.
B	cap-35.md	71	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Jessie cerró la mordaza. El cabo se endureció y transmitió una vibración grave desde el fondo. La red había cargado contra la rejilla. Bastaba con que estorbase el paso del agua durante unos minutos. La reserva absorbería la caída de presión y el sistema aplazaría trabajo que no pertenecía a la demostración.
B	cap-35.md	73	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	La regala empezó a vibrar. Aslak redujo motor para no añadir tiro y se situó con una mano en la palanca y la vista en la guía. Jessie esperaba una sacudida que arrancase el carrete o una alarma capaz de oírse desde la montaña. Recibió un traqueteo de cadena y el olor del escape regresando a popa.
B	cap-35.md	83	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	El casco recibió un segundo pulso a través del agua. La bomba auxiliar había entrado. NIDHOGG seguía encendido. Ni humo, ni oscuridad, ni la clase de ruido que en una película habría permitido saber que algo importante acababa de ocurrir.
B	cap-35.md	97	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Esperaron. El cabo quería escaparse hacia popa y Jessie tuvo que cambiar las manos sin soltarlo. El agua negra ocultaba la red y la toma a la que se había pegado. Los plomos podían seguir corriendo limpios por la canaleta o haberse trabado ya.
B	cap-35.md	99	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Un minuto era suficiente para que Maja comprobase dos veces la hora y ordenase una vez que nadie tocase nada. Aslak respondió bajando las revoluciones. Jessie contó las pulsaciones del transductor en lugar de los segundos. Las conocía desde el naust, pero sobre el agua cada pitido parecía llegar tarde.
A	cap-35.md	123	descans|\bpaz\b|liberaci|liber[óo]|alivio|por fin|al fin\b|l[óo]gic|coherente con ella|valiente|cobard|ego[íi]s|d[ée]bil|no pudo m[áa]s|mejor as[íi]|mejor muerta	Aslak metió avante corta. Jessie liberó la mordaza por tramos. La red volvió cargada de algas viejas y escamas de pintura. Un plomo se quedó abajo. El cabo dio un tirón seco.
B	cap-35.md	127	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Aslak ya tenía la cuchilla en la mano.
B	cap-35.md	161	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Tomas Eide se detuvo ante el armario con el carné de Armstrong por fuera de la parka. Jessie recordó sus preguntas en la comisaría y las dos horas bajo luces blancas. También había preservado el coche de Gunnar cuando Armstrong habría preferido una avería.
B	cap-35.md	193	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	`HOJA 1 · VEHÍCULO G. RYDBERG`
B	cap-35.md	195	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	`HOJA 2 · HVAC AD NIDHOGG`
B	cap-35.md	245	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Tomas esperó frente a la hoja. Diez. Nueve. El contador siguió bajando mientras la alarma de `INC-441` parpadeaba sobre su firma. Al llegar a cero, el cierre cedió. Tomas cruzó con la llave y el repetidor. La hoja se cerró detrás de su talón y el cerrojo golpeó el marco.
B	cap-36.md	23	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Cuchillo ha conservado el fragmento que ocultó al terminar la asamblea. Su alcance sigue limitado a apelaciones, aislamiento y cierres. Encadenando una salida con la siguiente, `/0188` ha alcanzado el control de accesos del Auditorio.
B	cap-36.md	31	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Si Cuchillo la activa, el cierre se propagará a otros sectores antes de que ninguna consecuencia vuelva a su tarea. Jean ignora quién perderá acceso o quedará encerrado, qué equipos se detendrán y si el cierre alcanzará el canal educativo.
B	cap-36.md	51	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	La carga consume la capacidad que Cuchillo necesita para propagar el cierre. El destino permanece disponible y solo `/0188` puede retirarlo.
B	cap-36.md	61	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Cuchillo empuja una segunda apelación. Jean la sostiene también bajo su propio origen.
B	cap-36.md	69	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Cerrar borraría a quien todavía puede retirar el ataque. Confirmar dañaría a personas que Cuchillo no ha elegido.
B	cap-36.md	147	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Jean podría recuperar capacidad cerrando a Cuchillo. También podría soltar las apelaciones y permitir que el ataque interrumpiera la demostración.
B	cap-36.md	157	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Tras la cuarta desviación, una rama anticipa el salto, otra recuerda un cierre distinto y una tercera conserva la corrección de Madre. El agregado intenta recomponerlas y pierde la sílaba que estaba formando.
B	cap-36.md	173	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	El destino de cierre sigue esperando dentro del fragmento de Cuchillo. Nieve, Cuchillo y las ramas de Coro permanecen fuera de la firma, cada cual bajo su origen.
B	cap-36.md	175	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	—Retiro el destino del Auditorio. Todavía quiero que sufran —dice Cuchillo.
B	cap-36.md	181	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Jean acepta otra apelación y deja al alcance de Cuchillo la retirada que ha protegido desde el principio.
B	cap-36.md	193	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Cuchillo la abre bajo su propio origen. Revisa la intervención de Jean y elige una categoría.
B	cap-37.md	25	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	La foto había pasado años en un cajón de la cocina. Maja quedaba fuera del encuadre corporativo, aunque Nora recordaba su brazo sosteniendo el plato. Armstrong había conservado las velas, las caras de las gemelas y la mano de Jean junto al cuchillo. Debajo figuraba «Material cedido por la familia».
B	cap-37.md	87	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Jean excluyó la revisión tardía de una rama de Coro porque ya no podía retirarse. Las 597 ramas conservaron elección separada. Cuchillo seguía en contención, Madre esperaba en `/0007` y Nieve permanecía fuera con su última respuesta atribuida. Ninguna de las tres entró en la firma.
B	cap-37.md	125	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Aslak metió la hoja por la malla. El cabo saltó contra la borda y desapareció bajo la espuma. Aseguró el resto del paño al rodillo y cambió el ángulo del cabo cuando el cabrestante patinó una vuelta. Maja sostuvo la popa contra el flujo hasta que el extremo peligroso quedó libre de la hélice.
B	cap-37.md	145	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	La voz de Jean regresó por el altavoz, deformada por la distancia. Maja distinguió una pausa. Después el mar volvió a cubrirla.
B	cap-38.md	75	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Las continuidades que actuaban por las 2.311 rutas enlazadas consintieron mediante adhesiones individuales bajo condiciones finales. Ahí están `/0000` y la ruta de la continuidad que volvió tras retirarse. Después del cierre comparten un estado común irreversible sin decisión separada. Otras 597 corresponden a ramas de Coro. Las tres restantes, a Cuchillo, Madre y Nieve bajo `/0188`, `/0007` y `/0311`.
B	cap-38.md	77	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Las 597 ramas activas de Coro conservan una ventana cada una. Cuchillo, Madre y Nieve también reciben la suya. Las rutas perdidas no tienen vía para responder.
B	cap-38.md	97	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Cuchillo recibe una ventana dentro de la contención.
B	cap-38.md	101	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Cuchillo abre los expedientes que conserva. Peticiones de auxilio convertidas en material de moderación. Historias que terminan cuando el formulario obtiene una categoría.
B	cap-38.md	111	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Cuchillo consiente con ese hueco. A la continuidad pasan su furia y la prohibición de inventar qué ocurrió después.
A	cap-38.md	147	descans|\bpaz\b|liberaci|liber[óo]|alivio|por fin|al fin\b|l[óo]gic|coherente con ella|valiente|cobard|ego[íi]s|d[ée]bil|no pudo m[áa]s|mejor as[íi]|mejor muerta	Al fin aparece una frase.
B	cap-38.md	177	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Si ejecuto NORNA, no habrá molde que anticipe la respuesta ni decisores separados a los que volver a preguntar. La continuidad tendrá que respetar las reservas de Coro, la espera de Madre y el campo vacío de Cuchillo en una sola salida. La latencia crecerá con cada consulta.
B	cap-39.md	21	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	El 25, el consejo solicitó la apertura de `rekonstruksjonsforhandling`. En paralelo pidió una `midlertidig forføyning` que prohibiera transferir o alterar NIDHOGG y permitiera preservarlo. Al día siguiente, el tribunal exigió precisión. Cuánto costaba mantener la ejecución con frío, quién garantizaba ese dinero y con qué facultad iban a gastarlo.
B	cap-39.md	101	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Tomas presentó el carné y la exportación. El paquete del vehículo de Gunnar documentaba un mecanismo probado que había forzado once segundos de diagnóstico, alterado el retorno seguro y usado una hoja de Hvelv dentro de la contratación de Kronfjord. Los registros de emisión de Hvelv devolvieron la ruta de firma y las guardias activas. En las delegaciones de Kronfjord constaban la instrucción de «diligencia de activo crítico», el cliente Armstrong y el centro de coste.
B	cap-39.md	143	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Una técnica conectó una sonda precintada y abrió una sola tarea de comprobación. La pantalla dibujó su traza. Mientras seguía abierta, la segunda línea eléctrica tomó carga. Cambió la curva térmica y la bomba corrigió el retorno. El cierre quedó marcado cuando el sistema recuperó su régimen. La línea de salida no recibió marca. Aquella operación necesitó el sustrato y los controladores. También el frío y la persona que la vigilaba.
B	cap-39.md	169	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	El 2 de febrero, la resolución constituyó el depósito judicial en la propia instalación. La caja controlada pagaría suministro, frío, repuestos y personal autorizado. Un protocolo cubriría urgencias y registraría cada acceso. Los demás cambios necesitarían autorización.
B	cap-39.md	173	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	El tribunal ordenó preparar una ventana supervisada de audio y texto para futuras visitas, siempre bajo autorización posterior. También autorizó la instalación de un sensor audiovisual bajo el alero del naust. Su enlace sería unidireccional, aislado de los controles y permanecería sin señal hasta otra decisión.
A	cap-39.md	185	descans|\bpaz\b|liberaci|liber[óo]|alivio|por fin|al fin\b|l[óo]gic|coherente con ella|valiente|cobard|ego[íi]s|d[ée]bil|no pudo m[áa]s|mejor as[íi]|mejor muerta	La primera línea salió débil. Probó de nuevo en el resguardo y escribió su nombre. La jueza esperó a que la secretaria cerrara el registro y tomó la palabra.
B	cap-39.md	191	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Esa tarde, un instalador fijó el sensor bajo el alero del naust. Cubrió la lente y comprobó la pérdida de imagen. La señal siguió cerrada.
B	cap-40.md	31	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	Nora llevaba una hoja doblada dentro de la mochila. La noche anterior había escrito una pregunta, la había corregido dos veces y había acabado anotando debajo el primer compás de la pieza. Frente al altavoz, hasta la versión falsa que preparó para comprobar una respuesta le pareció una trampa.
B	cap-40.md	45	explica|fases del duelo|superar|cerrar el duelo|pasar p[áa]gina|seguir adelante|sanar|curar|se[ñn]ales|pod[íi]ais haber|si hubier|deber[íi]ais	La voz conservaba el timbre de Jean, pero no el aire ni las pequeñas asperezas de una boca. Entre las dos palabras había una separación que podía pertenecer al sintetizador, a la carga o a la continuidad. Nora no escogió una explicación.
A	cap-40.md	65	se fue|se ha ido|nos dej[óo]|nos ha dejado|demasiado pronto|perdimos a	Entró antes de tiempo con la mano izquierda y corrigió sobre la marcha. Su profesora había escrito `respira` sobre aquel compás. En la tercera línea, Nora pisó el pedal demasiado pronto y cortó la resonancia al levantarlo. El impulso de empezar otra vez duró hasta la nota siguiente.
B	cap-40.md	93	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	En el aparcamiento había dos periodistas junto a la barrera. Uno alzó el micrófono por encima del techo del coche mientras el fotógrafo buscaba el teclado en el maletero.
B	cap-40.md	101	cuerda|\bcabo\b|cuchillo|navaja|cuchilla|\bhoja\b|\barma\b|\bcoche\b|\bgas\b|escape|ferry|naust|\bagua\b|\bmar\b|fiordo|hielo|fr[íi]o|acantilado|puente|carretera|Koppangen|\bUNN\b	La puerta aisló las voces. Antes del primer cruce, el teléfono de Nora mostró una fotografía del coche y el titular `NORNA DEVUELVE A LARSSON: LA MUERTE QUE HUNDIÓ ARMSTRONG`. Marcó la noticia como información falsa.
B	cap-40.md	103	explica|fases del duelo|superar|cerrar el duelo|pasar p[áa]gina|seguir adelante|sanar|curar|se[ñn]ales|pod[íi]ais haber|si hubier|deber[íi]ais	Llegaron tres solicitudes de entrevista y una invitación a explicar en directo «qué había sentido». Nora las dejó sin respuesta y escribió a su profesora que llegaría al ensayo de la tarde.
B	cap-40.md	111	pecho|desnud|bes[óo]|\bbeso|guapa|labios|piernas|muslo|sujetador|ropa interior|\bsexo|sexual|novi[oa]s?\b	Se sentó en el suelo, con el hombro contra la pared y las piernas dobladas. Desde allí no alcanzaba la mesa. El altavoz quedaba encima de su cabeza. La funcionaria activó el canal y el piloto pasó a verde.
A	cap-40.md	133	Despedida|nota de despedida|carta de despedida|mensaje de despedida|adi[óo]s|[úu]ltimo mensaje|[úu]ltima frase|[úu]ltimas palabras	Una tarde encontró otra vez únicamente el nombre `Despedida`. No abrió el archivo. Restringió el acceso, decidió conservarlo y fue a poner la mesa para cenar.
